Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age,AveMonthSpend
Bachelors ,Management,F,M,1,1,4,4,113071,52,91
Bachelors ,Management,F,M,1,4,4,4,125731,52,91
Bachelors ,Management,M,S,1,0,5,5,164557,52,147
Graduate Degree,Management,F,M,1,4,4,4,156115,52,94
Partial College,Professional,F,M,1,2,2,4,101990,45,75
High School,Professional,M,M,1,3,4,4,116843,44,139
Partial College,Professional,F,M,1,4,4,4,125545,44,92
High School,Professional,M,M,1,4,4,5,162686,44,148
Bachelors ,Management,F,M,1,2,5,5,133475,45,108
Partial College,Professional,F,M,0,2,1,4,114100,46,69
Partial College,Professional,F,S,1,3,5,5,135598,46,97
High School,Professional,M,M,1,3,5,5,164803,46,160
High School,Professional,M,M,1,2,2,5,127442,47,116
Partial College,Management,M,M,1,3,5,5,167161,48,167
High School,Management,F,M,1,3,1,5,101535,49,62
Partial High School,Skilled Manual,M,S,1,3,1,5,91165,50,84
Partial High School,Skilled Manual,M,M,1,3,1,5,87683,50,87
High School,Management,M,M,1,3,1,5,132824,50,101
Partial High School,Professional,M,M,1,4,4,4,122838,51,135
Partial High School,Professional,M,M,1,0,5,5,109040,51,152
Partial High School,Professional,F,S,1,3,5,5,137977,51,95
High School,Management,M,M,1,4,5,5,154419,51,158
Partial High School,Professional,M,M,1,4,5,5,160782,51,158
Bachelors ,Professional,F,S,0,3,0,0,86514,23,53
Bachelors ,Professional,M,S,1,2,0,0,108069,22,71
Bachelors ,Professional,M,S,1,3,0,0,109190,22,77
Bachelors ,Professional,F,S,0,3,0,0,84175,22,50
Bachelors ,Professional,F,S,0,3,0,0,75874,22,45
Bachelors ,Professional,F,M,0,3,0,0,80895,22,55
Bachelors ,Professional,M,M,0,2,0,0,123434,22,87
Bachelors ,Professional,M,S,0,3,0,0,128045,23,84
Bachelors ,Professional,F,S,0,3,0,0,104246,24,56
Bachelors ,Professional,M,S,0,3,0,0,135593,24,84
High School,Management,M,M,0,4,5,5,161303,24,163
Bachelors ,Professional,M,M,1,3,0,0,129138,26,88
High School,Management,F,S,1,2,5,5,101510,25,93
Partial College,Management,F,M,0,3,5,5,146154,25,112
Bachelors ,Professional,M,M,0,4,0,0,135222,27,80
High School,Management,M,M,1,4,5,5,163893,26,169
High School,Management,F,M,1,4,5,5,131064,26,111
Bachelors ,Professional,F,M,0,4,0,0,111376,27,59
High School,Management,M,M,1,4,5,5,113784,28,156
Partial College,Professional,M,M,1,3,5,5,122692,34,168
Bachelors ,Management,M,M,1,4,2,3,148453,34,124
Partial College,Professional,M,M,0,0,1,2,117779,42,100
Graduate Degree,Management,F,M,1,2,0,4,122740,64,45
Partial College,Clerical,M,S,1,1,0,0,52039,24,70
Partial High School,Manual,M,S,0,2,0,0,13238,18,52
Partial High School,Manual,M,S,0,2,0,0,14921,18,57
Partial High School,Manual,M,S,0,2,0,0,22027,18,62
High School,Manual,F,S,1,1,0,0,40116,20,44
Partial College,Skilled Manual,M,M,1,1,0,1,74241,36,77
Partial College,Skilled Manual,F,M,1,1,0,1,91582,36,55
Partial College,Skilled Manual,M,M,1,1,0,1,90902,36,85
High School,Skilled Manual,M,S,1,3,3,4,50876,37,106
High School,Skilled Manual,M,S,1,2,2,4,54385,37,90
High School,Skilled Manual,F,M,1,2,2,4,30720,37,62
Partial College,Skilled Manual,M,M,1,1,0,1,76633,37,75
Partial College,Skilled Manual,F,M,1,1,0,1,63966,37,50
High School,Skilled Manual,F,M,1,2,2,4,47971,38,67
High School,Skilled Manual,M,M,1,2,2,4,59185,38,97
Partial College,Skilled Manual,M,S,0,1,0,0,50943,31,67
Partial College,Skilled Manual,M,S,0,1,0,0,60731,31,74
Partial College,Skilled Manual,F,S,0,1,0,0,43964,31,47
Graduate Degree,Professional,M,S,1,1,0,0,103544,31,77
Graduate Degree,Professional,F,S,1,1,0,0,118301,31,51
Partial College,Skilled Manual,M,M,1,1,0,1,90761,38,79
Partial College,Skilled Manual,F,M,1,1,0,1,64153,38,47
Partial College,Skilled Manual,F,M,1,1,0,1,74993,39,55
Bachelors ,Professional,F,M,1,0,3,4,82444,39,81
Bachelors ,Professional,F,M,1,0,3,4,81407,39,77
Graduate Degree,Professional,M,S,0,1,0,1,122288,39,75
Graduate Degree,Professional,F,S,0,1,0,2,87603,39,51
Graduate Degree,Professional,F,M,1,3,5,5,100578,39,102
Graduate Degree,Professional,M,S,1,3,5,5,111883,39,153
Bachelors ,Professional,M,M,1,1,2,3,101557,40,112
Bachelors ,Professional,F,M,1,1,0,1,73221,40,54
Bachelors ,Professional,F,M,1,1,0,1,78217,40,53
Bachelors ,Professional,M,M,1,1,0,1,97972,40,86
Bachelors ,Professional,M,S,1,1,0,1,111098,40,75
Bachelors ,Professional,F,S,0,1,0,1,82866,40,51
Graduate Degree,Professional,M,M,1,1,4,5,108390,40,143
Graduate Degree,Professional,F,S,1,0,4,5,117101,40,86
Graduate Degree,Management,M,S,0,0,0,1,136290,29,82
Graduate Degree,Management,M,M,1,0,0,1,141934,29,85
Graduate Degree,Management,F,M,0,0,0,1,117000,29,57
Bachelors ,Professional,M,M,1,1,2,2,106896,30,112
Bachelors ,Professional,M,M,1,0,0,2,124550,28,84
Bachelors ,Professional,M,S,0,1,2,2,111180,30,104
Bachelors ,Professional,F,M,1,1,2,2,99839,30,73
Bachelors ,Professional,M,M,1,3,5,5,95707,30,147
Graduate Degree,Management,F,S,1,1,0,1,161714,29,54
Graduate Degree,Management,F,S,1,2,0,1,147405,29,57
Bachelors ,Professional,F,S,1,3,5,5,91511,31,95
Bachelors ,Professional,F,M,1,4,5,5,82652,31,98
Bachelors ,Professional,F,M,1,4,5,5,101290,31,104
Graduate Degree,Management,M,S,1,3,5,5,135374,32,151
Graduate Degree,Management,M,S,1,3,5,5,153278,32,153
Bachelors ,Professional,M,M,1,3,5,5,140621,32,165
Bachelors ,Professional,M,M,1,1,3,3,96198,33,130
Bachelors ,Professional,F,S,1,1,0,0,99945,30,46
Bachelors ,Professional,F,S,0,1,0,0,80841,30,49
Bachelors ,Professional,F,S,1,3,4,4,83320,34,79
Bachelors ,Professional,F,M,1,3,4,4,84213,34,90
Bachelors ,Professional,M,S,1,2,2,3,110719,35,105
Bachelors ,Professional,M,S,0,2,2,3,101466,35,98
Bachelors ,Professional,F,S,0,1,0,0,96390,35,49
Bachelors ,Professional,F,S,0,0,0,2,112316,31,54
Bachelors ,Professional,M,M,1,0,4,4,128410,31,149
Graduate Degree,Management,M,M,0,1,0,5,147747,70,68
Partial College,Skilled Manual,M,S,0,1,0,1,94946,36,76
Bachelors ,Professional,F,S,0,1,0,1,56890,36,45
Bachelors ,Professional,F,M,1,1,0,1,85125,36,51
Partial College,Skilled Manual,F,S,0,1,0,1,63694,37,45
Partial College,Skilled Manual,F,S,0,1,0,1,81325,37,48
Bachelors ,Professional,M,S,0,1,0,1,91038,37,74
Partial College,Skilled Manual,M,M,1,1,0,1,82364,37,79
Partial College,Skilled Manual,F,S,1,1,0,1,65846,37,43
Bachelors ,Professional,F,S,0,1,0,0,110041,32,57
Partial College,Skilled Manual,F,M,1,1,0,1,71021,38,51
Partial College,Skilled Manual,M,S,0,1,0,1,84181,38,72
Bachelors ,Professional,F,M,1,1,0,1,98741,39,54
Bachelors ,Professional,F,M,0,1,0,1,109154,39,62
Bachelors ,Professional,M,S,1,1,0,1,131527,39,76
Bachelors ,Professional,F,S,0,1,0,2,56939,65,38
Graduate Degree,Management,M,S,1,1,0,1,79982,64,57
Bachelors ,Professional,F,S,0,1,0,0,92631,35,51
Bachelors ,Professional,F,S,1,1,0,0,93728,35,53
Bachelors ,Professional,M,M,0,1,0,0,113648,35,78
Bachelors ,Professional,F,S,1,2,0,0,69636,35,48
Bachelors ,Professional,M,S,0,2,0,0,90197,35,77
Bachelors ,Professional,F,M,0,2,4,5,79960,36,92
Partial College,Skilled Manual,M,M,1,2,4,5,98186,36,137
Partial College,Skilled Manual,F,M,1,2,4,5,71285,36,83
Partial College,Skilled Manual,F,S,0,1,0,1,76547,37,48
Partial College,Skilled Manual,F,S,0,1,0,1,81383,37,52
Partial College,Professional,M,S,0,0,4,4,160455,40,143
Partial College,Skilled Manual,M,M,1,1,0,1,87087,41,75
Partial College,Skilled Manual,M,M,1,1,0,1,78009,41,78
Partial College,Clerical,M,S,0,2,0,2,43729,63,52
Partial College,Clerical,F,S,0,2,0,2,40085,62,40
Partial College,Skilled Manual,F,S,0,1,0,2,78331,42,51
High School,Skilled Manual,F,M,0,2,0,0,49062,22,46
High School,Skilled Manual,M,S,0,1,0,0,50796,23,65
High School,Skilled Manual,F,S,0,2,0,0,47649,23,42
High School,Skilled Manual,F,S,0,2,0,0,26751,22,38
High School,Skilled Manual,F,S,0,2,0,0,41543,18,39
High School,Skilled Manual,M,S,0,2,0,5,32777,52,63
Partial College,Clerical,F,M,1,2,0,2,51307,61,53
Partial High School,Clerical,F,S,0,2,0,0,34677,20,40
High School,Skilled Manual,M,S,0,2,0,0,65674,20,67
High School,Skilled Manual,M,M,0,2,0,0,42358,20,64
Bachelors ,Management,M,M,1,2,0,2,61517,60,70
Partial High School,Clerical,M,S,0,2,0,0,42641,21,62
High School,Skilled Manual,M,M,1,2,0,0,51075,21,68
High School,Skilled Manual,F,S,0,2,0,0,47776,21,47
High School,Skilled Manual,F,M,1,2,0,0,59583,22,50
Partial High School,Clerical,F,S,1,2,0,0,41737,19,40
High School,Skilled Manual,F,M,0,2,0,0,62488,19,47
Partial College,Clerical,F,S,0,2,0,2,49912,58,43
Bachelors ,Management,M,M,1,2,0,2,64884,58,64
Bachelors ,Management,F,M,1,2,0,2,48566,58,39
Partial College,Skilled Manual,F,M,1,1,0,0,58856,22,48
Partial College,Skilled Manual,F,S,0,1,0,0,44294,22,42
Partial College,Skilled Manual,F,S,1,1,0,0,32069,24,44
Partial College,Skilled Manual,M,S,0,1,0,0,88687,25,73
Partial College,Skilled Manual,M,S,0,2,0,0,79688,26,75
Bachelors ,Management,F,M,1,1,0,0,104624,26,54
Bachelors ,Management,F,S,1,1,0,0,113458,26,51
Bachelors ,Management,M,M,1,1,0,0,146813,26,91
Bachelors ,Management,M,M,1,1,0,0,125468,30,84
Bachelors ,Management,F,M,1,1,0,0,109434,30,57
Bachelors ,Management,M,M,1,1,0,0,123096,30,89
Graduate Degree,Management,F,M,1,1,1,1,150269,31,65
Bachelors ,Management,M,S,0,4,1,1,163298,31,99
Bachelors ,Management,F,S,0,3,0,2,113604,30,56
Graduate Degree,Management,M,M,1,3,0,1,171601,30,89
High School,Skilled Manual,M,M,0,2,0,0,47711,19,68
Partial College,Skilled Manual,M,M,1,1,0,0,60012,19,71
Partial College,Skilled Manual,M,S,1,1,0,0,44367,19,62
High School,Skilled Manual,F,M,1,2,0,4,25075,54,41
High School,Skilled Manual,M,M,1,2,0,0,51725,20,69
Partial High School,Clerical,M,S,1,2,0,0,42870,20,61
Partial College,Skilled Manual,M,M,1,1,0,0,28110,20,67
High School,Skilled Manual,M,M,1,2,0,4,44863,52,65
High School,Skilled Manual,M,M,0,2,0,4,17567,52,56
High School,Skilled Manual,F,M,1,2,0,4,24499,52,40
Graduate Degree,Skilled Manual,M,M,1,0,1,1,109710,27,97
Graduate Degree,Skilled Manual,F,M,1,0,1,1,87887,27,63
Graduate Degree,Skilled Manual,F,M,1,0,1,1,94421,27,63
Graduate Degree,Skilled Manual,M,M,1,0,1,1,102886,27,98
Graduate Degree,Skilled Manual,F,M,1,0,0,1,89578,27,58
Partial College,Professional,F,M,1,2,2,2,96322,35,68
Partial College,Professional,F,S,1,2,4,5,104606,36,84
Partial College,Professional,F,M,1,3,4,5,96723,36,90
Partial College,Clerical,M,S,0,1,0,0,42773,25,67
Partial College,Professional,F,S,1,4,3,3,142705,36,78
Bachelors ,Management,M,S,0,4,2,2,176416,36,113
Bachelors ,Management,F,M,1,4,2,2,148247,36,77
Partial College,Professional,M,M,1,3,4,5,117835,37,145
High School,Professional,M,M,1,2,3,4,123555,37,136
High School,Professional,F,S,1,2,3,4,107645,37,80
Bachelors ,Management,M,M,1,3,3,3,159767,37,140
Bachelors ,Management,M,M,1,3,3,3,159792,37,138
Bachelors ,Management,F,S,0,3,3,3,140009,37,78
Bachelors ,Management,F,M,1,3,3,3,134463,37,90
Bachelors ,Management,M,S,0,3,3,3,178771,37,128
High School,Skilled Manual,F,S,0,2,0,0,51443,22,43
High School,Professional,F,S,0,2,0,2,80858,43,51
High School,Professional,M,M,0,2,0,2,114775,43,84
High School,Professional,F,S,1,0,3,4,74605,43,72
High School,Professional,F,S,1,0,3,4,84979,43,73
High School,Professional,F,M,1,1,3,4,78052,43,79
Partial High School,Skilled Manual,M,M,1,2,0,2,88926,44,73
Partial High School,Skilled Manual,M,M,0,2,0,2,95152,44,79
Graduate Degree,Management,F,M,1,2,0,4,83967,63,40
Partial College,Professional,F,M,1,2,0,3,56852,62,42
Graduate Degree,Management,M,M,1,2,0,2,114127,62,71
Graduate Degree,Management,M,M,1,3,3,3,188633,62,120
High School,Professional,F,M,1,3,3,4,104324,38,83
Partial High School,Clerical,F,S,0,2,0,3,31553,44,41
Partial College,Professional,M,M,1,0,3,3,105341,38,127
High School,Professional,F,M,1,4,3,3,138184,38,82
Partial High School,Skilled Manual,F,M,0,2,0,2,46538,44,49
Graduate Degree,Management,F,S,1,2,0,3,93416,45,49
Graduate Degree,Management,M,M,1,2,0,3,114223,45,87
Partial College,Professional,F,M,1,2,0,3,52698,46,45
Partial College,Professional,M,M,1,2,0,3,58249,46,73
Graduate Degree,Management,F,M,1,2,0,3,96678,61,45
Graduate Degree,Management,F,M,1,2,0,3,91835,61,51
Graduate Degree,Management,M,S,1,2,0,3,114203,61,68
Graduate Degree,Management,M,M,1,2,0,3,105805,61,75
Graduate Degree,Management,M,M,1,2,0,3,129570,61,76
Graduate Degree,Management,F,M,1,2,0,3,81143,60,44
Graduate Degree,Management,M,M,1,2,0,3,109797,59,73
Graduate Degree,Management,F,M,1,2,0,5,92039,58,46
Graduate Degree,Management,F,M,0,2,0,5,92098,58,50
Graduate Degree,Management,F,M,0,2,0,5,96849,58,46
Bachelors ,Management,M,M,1,2,0,4,132272,58,76
Bachelors ,Management,F,S,0,2,0,4,52208,57,37
Graduate Degree,Management,F,M,1,2,0,3,96447,57,45
High School,Skilled Manual,M,M,1,2,0,4,31930,52,65
Partial High School,Clerical,M,M,1,2,1,2,30122,51,79
Partial College,Clerical,F,S,0,2,0,2,49520,51,43
Partial College,Skilled Manual,F,S,1,2,0,0,68307,20,46
Partial College,Skilled Manual,M,M,1,2,0,0,98642,20,81
Partial College,Skilled Manual,M,M,1,2,0,0,107689,20,76
Partial High School,Clerical,M,S,0,2,0,0,53757,21,63
Partial High School,Clerical,M,S,0,2,0,0,37402,21,67
High School,Skilled Manual,M,M,1,2,1,2,28322,50,73
Partial High School,Clerical,F,M,1,2,1,2,30948,50,48
Partial College,Skilled Manual,M,M,1,1,0,0,77593,21,80
Partial College,Skilled Manual,M,S,0,1,0,0,59262,21,63
Partial College,Skilled Manual,F,S,0,2,0,0,74188,21,51
Partial College,Skilled Manual,M,M,1,2,0,0,75801,21,77
Partial High School,Clerical,F,M,1,2,1,2,23052,49,48
Partial High School,Clerical,M,M,1,2,1,2,20804,48,75
Partial High School,Clerical,F,M,1,2,1,2,21104,48,46
Partial College,Clerical,M,S,0,2,0,3,52218,48,65
Partial College,Clerical,M,S,0,2,0,3,49968,48,69
High School,Skilled Manual,F,M,1,2,0,3,40051,46,51
High School,Skilled Manual,F,M,1,2,0,3,31362,46,47
High School,Skilled Manual,F,M,1,2,0,3,56279,46,55
Partial College,Skilled Manual,M,M,0,2,0,2,62594,45,77
Partial College,Skilled Manual,F,M,1,2,0,3,33673,45,46
Partial High School,Clerical,M,S,0,2,0,3,48242,44,67
Partial College,Skilled Manual,F,M,1,2,0,2,75349,44,52
Partial College,Skilled Manual,F,M,1,2,0,2,67854,44,52
High School,Skilled Manual,F,S,1,2,0,0,56511,23,43
Partial College,Skilled Manual,F,S,0,2,0,0,81325,23,48
Partial College,Skilled Manual,F,S,0,2,0,0,81492,23,44
High School,Skilled Manual,M,S,0,2,0,0,50706,24,67
Partial College,Skilled Manual,M,S,1,2,0,0,88424,25,76
Partial College,Skilled Manual,F,S,0,2,0,0,79161,25,46
High School,Skilled Manual,M,S,0,2,0,2,101998,43,78
High School,Skilled Manual,M,M,1,2,0,2,125315,43,86
High School,Skilled Manual,F,M,1,2,0,2,94458,42,56
High School,Professional,M,S,0,2,0,2,113539,41,75
High School,Professional,M,M,1,2,0,2,81655,41,75
Bachelors ,Management,F,S,0,4,1,4,143771,39,68
Bachelors ,Management,F,S,0,4,1,4,137672,39,69
Bachelors ,Management,M,S,0,1,0,0,134249,25,80
Bachelors ,Management,F,S,0,1,0,0,112244,25,53
Partial College,Professional,F,M,0,2,0,0,70354,24,51
High School,Professional,F,M,0,2,0,0,75594,24,49
Bachelors ,Management,M,M,1,0,2,2,175636,39,122
Bachelors ,Management,F,M,1,1,2,4,144640,39,76
Partial High School,Skilled Manual,F,M,1,2,0,2,67996,41,55
Partial High School,Skilled Manual,M,M,0,2,0,2,91933,41,85
High School,Professional,F,M,1,2,0,2,82842,41,53
High School,Professional,F,M,1,2,0,2,60578,41,45
Partial College,Professional,M,M,1,0,2,3,111819,41,116
Bachelors ,Management,F,S,0,0,1,2,107685,41,62
Bachelors ,Management,F,M,0,1,1,2,109188,41,66
Partial College,Professional,F,S,0,1,0,2,89625,41,48
High School,Professional,M,S,0,2,0,2,99684,42,78
High School,Professional,M,M,1,2,0,2,95327,42,82
Partial College,Professional,F,M,1,2,0,3,72205,42,48
Partial College,Professional,F,S,0,2,0,3,77157,42,48
Bachelors ,Skilled Manual,F,M,1,0,1,1,42813,26,54
Bachelors ,Skilled Manual,M,M,1,0,1,1,62771,26,90
Graduate Degree,Professional,F,M,1,0,0,1,101787,26,54
Graduate Degree,Professional,F,S,1,0,0,2,98423,26,53
Bachelors ,Skilled Manual,M,M,1,1,1,1,52867,28,84
Bachelors ,Skilled Manual,M,M,1,1,1,1,70612,28,87
Bachelors ,Skilled Manual,F,M,1,1,1,1,46770,28,56
Bachelors ,Skilled Manual,F,M,1,1,1,1,48857,28,57
Bachelors ,Skilled Manual,M,M,1,1,1,1,60384,28,84
Bachelors ,Skilled Manual,F,M,1,1,1,1,55924,28,57
Bachelors ,Skilled Manual,F,M,1,1,1,1,54756,29,58
Bachelors ,Skilled Manual,M,M,1,0,2,2,52943,29,100
Bachelors ,Skilled Manual,F,M,1,0,2,2,45489,29,67
Graduate Degree,Professional,F,M,1,0,0,1,99073,29,51
Graduate Degree,Professional,F,M,1,0,0,1,93490,27,55
Graduate Degree,Professional,F,M,0,0,0,1,111370,27,55
Graduate Degree,Professional,M,M,1,0,0,2,103417,27,80
Graduate Degree,Professional,F,S,1,0,0,3,101649,27,51
Graduate Degree,Professional,F,M,1,0,0,1,129299,27,53
Graduate Degree,Professional,M,S,0,0,0,1,119686,29,77
Graduate Degree,Professional,F,M,1,0,0,1,94230,29,51
High School,Skilled Manual,M,S,1,3,4,4,54352,30,112
Bachelors ,Skilled Manual,F,M,1,1,2,2,76849,30,66
Bachelors ,Skilled Manual,M,S,1,1,2,2,101108,30,106
Bachelors ,Skilled Manual,M,S,0,1,2,2,96894,30,101
Graduate Degree,Professional,F,M,1,0,0,1,96629,28,59
Graduate Degree,Professional,M,S,0,0,0,2,107884,28,75
Graduate Degree,Professional,F,S,0,0,0,4,103431,28,54
Graduate Degree,Professional,F,M,1,0,0,1,118863,28,55
Bachelors ,Skilled Manual,M,M,1,1,2,2,53140,31,96
Bachelors ,Skilled Manual,F,S,0,1,2,2,52874,31,58
Bachelors ,Skilled Manual,M,S,0,1,2,2,67242,31,96
Bachelors ,Skilled Manual,M,M,1,1,2,2,87245,32,106
Graduate Degree,Professional,F,S,0,0,0,0,99052,32,50
Graduate Degree,Professional,M,S,1,0,0,0,89110,32,76
Graduate Degree,Professional,F,M,0,0,0,0,94414,32,55
Graduate Degree,Professional,F,S,1,0,0,0,98547,32,57
Graduate Degree,Professional,F,S,0,0,0,0,112665,32,49
Graduate Degree,Professional,M,M,1,0,0,4,110430,32,82
Graduate Degree,Professional,M,M,1,0,0,4,124547,32,86
Graduate Degree,Professional,M,M,0,0,0,5,113865,29,80
Graduate Degree,Professional,M,S,1,2,5,5,106090,29,144
Graduate Degree,Professional,F,M,0,0,0,3,133415,29,54
Partial High School,Clerical,M,S,0,2,0,3,27733,77,45
Bachelors ,Professional,M,S,0,1,0,0,75246,33,73
Bachelors ,Professional,F,M,0,1,0,0,61171,33,50
Bachelors ,Skilled Manual,F,M,1,2,3,3,40552,33,71
Bachelors ,Skilled Manual,M,S,1,2,3,3,62300,33,103
Bachelors ,Skilled Manual,M,S,0,2,3,3,62131,33,103
Bachelors ,Skilled Manual,M,M,1,2,3,3,81393,33,125
Bachelors ,Skilled Manual,F,S,0,2,3,3,47114,33,72
Bachelors ,Skilled Manual,M,M,1,2,3,3,63981,33,113
Bachelors ,Skilled Manual,F,M,1,2,3,3,57251,33,68
Bachelors ,Skilled Manual,F,S,0,2,3,3,49431,33,69
Bachelors ,Skilled Manual,M,M,1,3,3,3,64356,33,113
Bachelors ,Skilled Manual,M,S,0,1,4,4,52292,33,114
Bachelors ,Professional,F,S,0,1,0,0,69419,34,44
Bachelors ,Professional,F,S,0,1,0,0,47067,34,45
Graduate Degree,Professional,F,S,1,1,0,1,71759,74,34
Bachelors ,Skilled Manual,M,S,1,2,2,4,89568,34,101
Bachelors ,Professional,M,M,1,2,2,4,90031,35,109
Bachelors ,Professional,F,M,1,2,2,4,81156,35,69
Bachelors ,Professional,M,S,0,1,0,0,99569,30,72
Bachelors ,Professional,M,S,0,1,0,0,106493,30,74
Bachelors ,Professional,M,M,0,4,2,4,96945,35,109
Graduate Degree,Professional,M,S,0,0,2,3,110964,35,104
Graduate Degree,Professional,F,S,1,0,2,3,97061,35,68
High School,Manual,F,S,1,1,0,0,41994,20,40
High School,Manual,F,S,0,1,0,0,18790,24,40
High School,Manual,M,S,0,1,0,0,53591,25,64
High School,Manual,F,S,1,1,0,0,43567,25,39
Bachelors ,Skilled Manual,M,M,1,1,1,1,59919,25,89
Graduate Degree,Skilled Manual,F,S,1,0,0,0,78287,25,48
High School,Manual,M,S,0,1,0,0,58292,26,70
High School,Manual,F,S,0,1,0,0,32261,26,42
High School,Manual,F,S,0,1,0,0,40693,27,44
High School,Manual,M,S,0,1,0,0,55902,27,69
High School,Manual,M,S,0,1,0,0,40242,27,66
Partial College,Clerical,M,S,1,1,2,2,54027,27,89
Partial College,Clerical,M,S,1,1,2,2,56757,27,89
Partial College,Clerical,M,S,1,2,2,2,54550,27,90
Partial College,Clerical,F,S,1,2,2,2,44571,27,58
Partial College,Clerical,M,S,1,2,3,3,54683,24,103
Partial College,Clerical,M,S,1,2,3,3,50074,24,98
Graduate Degree,Skilled Manual,M,S,1,0,0,0,72365,24,71
Graduate Degree,Skilled Manual,F,M,1,1,0,1,63879,68,44
Graduate Degree,Skilled Manual,F,S,0,0,0,0,98586,32,60
Graduate Degree,Skilled Manual,F,S,0,0,0,0,91706,32,52
Graduate Degree,Skilled Manual,F,S,0,0,0,0,82072,32,53
Graduate Degree,Skilled Manual,M,S,0,0,0,0,107047,32,74
High School,Manual,F,M,1,2,1,2,15663,45,46
High School,Manual,F,S,0,2,0,2,14504,45,34
High School,Manual,F,M,1,2,0,2,14395,45,41
High School,Manual,M,M,0,2,0,2,24957,45,66
High School,Manual,F,S,0,2,0,2,13576,45,39
High School,Manual,F,S,0,2,0,2,32671,45,38
High School,Manual,M,S,0,2,0,2,24724,45,59
Partial High School,Manual,M,S,0,2,0,2,20149,44,64
High School,Clerical,M,S,0,1,0,1,44536,44,61
High School,Management,F,M,0,3,1,4,98788,48,61
High School,Clerical,F,S,0,2,0,1,40088,43,42
High School,Clerical,M,M,1,2,0,2,48850,43,71
High School,Clerical,F,S,0,2,0,2,48480,43,45
High School,Clerical,F,S,0,2,0,2,42477,43,43
High School,Skilled Manual,M,S,0,2,0,2,54775,43,64
Partial College,Clerical,M,M,1,1,0,1,62489,43,76
Partial College,Clerical,F,M,1,1,0,1,51030,43,43
Partial College,Clerical,F,M,1,1,0,1,45440,43,49
Partial College,Clerical,M,M,1,1,0,1,49624,43,73
Partial College,Clerical,F,M,0,1,0,1,41296,43,50
Partial College,Clerical,F,M,1,1,0,1,36030,42,51
High School,Skilled Manual,F,M,0,2,0,2,48970,41,45
High School,Skilled Manual,M,M,1,2,0,2,57678,41,73
High School,Skilled Manual,M,M,1,2,0,2,35205,41,66
High School,Skilled Manual,M,M,1,2,0,2,52795,41,71
High School,Skilled Manual,M,M,1,2,0,2,49846,41,79
High School,Skilled Manual,F,S,0,2,0,2,51148,41,43
High School,Skilled Manual,M,S,0,2,0,2,52309,41,64
High School,Skilled Manual,F,M,1,2,0,2,49936,41,47
Partial College,Clerical,F,M,1,1,0,1,55516,41,48
