Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend,BikeBuyer,Year,Age
Bachelors ,Professional,M,M,1,4,5,5,122490,161,1,1965,33
Bachelors ,Professional,M,S,1,4,5,5,123457,152,1,1965,33
Bachelors ,Professional,F,M,0,4,5,5,97007,101,1,1965,33
Bachelors ,Professional,M,S,1,4,5,5,140542,148,1,1965,33
Bachelors ,Professional,M,M,0,1,0,0,100526,86,0,1964,34
Bachelors ,Professional,F,S,1,1,0,1,104734,51,0,1959,39
Partial College,Skilled Manual,F,S,1,2,4,5,68407,79,1,1962,36
Partial College,Skilled Manual,F,M,1,1,0,1,68764,57,0,1961,37
Bachelors ,Professional,M,M,1,2,4,5,135129,150,0,1958,40
Bachelors ,Professional,M,M,1,1,0,2,128730,83,1,1958,40
Bachelors ,Management,F,M,0,1,0,2,97676,54,0,1958,40
Bachelors ,Management,F,M,1,2,0,4,117411,62,0,1958,40
Partial College,Skilled Manual,M,S,1,1,0,1,94403,75,0,1957,41
Partial College,Clerical,F,M,0,2,0,2,44881,42,0,1936,62
Bachelors ,Management,F,M,1,1,0,2,63344,52,0,1936,62
Partial College,Skilled Manual,F,M,1,1,0,1,70910,53,0,1960,38
Partial College,Skilled Manual,F,M,0,3,4,5,72362,91,0,1960,38
Partial College,Skilled Manual,M,M,1,3,4,5,80527,137,1,1960,38
High School,Skilled Manual,F,S,0,2,0,0,39463,42,1,1976,22
High School,Skilled Manual,F,S,0,1,0,0,44590,47,0,1975,23
High School,Skilled Manual,M,S,1,1,0,0,60068,71,0,1975,23
High School,Skilled Manual,M,S,1,2,0,0,53565,68,1,1975,23
High School,Skilled Manual,M,S,0,2,0,0,47017,61,0,1980,18
High School,Skilled Manual,F,S,0,2,0,0,38329,40,0,1980,18
High School,Skilled Manual,M,S,0,2,0,0,50531,63,0,1980,18
High School,Skilled Manual,M,S,1,2,0,0,36695,64,1,1980,18
High School,Skilled Manual,F,M,1,2,0,0,38515,44,0,1980,18
Partial High School,Clerical,M,S,0,2,0,0,52199,64,0,1980,18
Partial College,Clerical,F,M,0,2,0,2,55267,43,0,1937,61
High School,Skilled Manual,F,M,0,2,0,0,53653,48,0,1978,20
Bachelors ,Management,M,M,1,2,0,2,47878,65,0,1938,60
Partial High School,Clerical,M,S,0,2,0,0,57819,66,0,1977,21
Partial High School,Clerical,M,S,0,2,0,0,50133,67,1,1977,21
Partial High School,Clerical,M,S,0,2,0,0,43316,67,0,1977,21
High School,Skilled Manual,M,S,1,2,0,0,39556,67,0,1977,21
Partial High School,Clerical,F,M,0,2,0,0,37181,40,0,1979,19
Partial College,Clerical,F,M,0,2,0,2,56108,43,0,1939,59
Bachelors ,Management,F,M,1,2,0,2,61186,46,0,1939,59
Bachelors ,Management,F,M,1,2,0,2,61676,43,0,1940,58
Bachelors ,Management,M,M,1,2,0,2,72268,71,0,1940,58
Bachelors ,Management,M,M,1,2,0,2,65662,67,0,1942,56
Graduate Degree,Management,M,S,1,1,0,2,79516,65,0,1942,56
Partial College,Skilled Manual,M,M,1,1,0,0,48365,67,0,1976,22
Partial College,Skilled Manual,M,M,1,1,0,0,70104,74,1,1976,22
High School,Skilled Manual,F,S,0,2,0,0,33010,42,0,1975,23
High School,Skilled Manual,F,M,0,2,0,0,27300,47,0,1975,23
Partial College,Skilled Manual,F,S,1,1,0,0,33540,39,0,1974,24
Partial College,Skilled Manual,M,M,0,1,0,0,47288,75,0,1974,24
Partial College,Skilled Manual,F,S,0,1,0,0,75695,47,1,1973,25
Partial College,Skilled Manual,F,M,1,2,0,0,89183,52,0,1972,26
Partial College,Skilled Manual,F,S,0,2,0,0,74518,49,0,1972,26
Bachelors ,Management,M,S,0,1,0,0,135971,77,0,1972,26
Bachelors ,Management,M,S,0,1,0,0,132839,76,1,1968,30
Bachelors ,Management,F,S,0,1,0,0,109389,49,0,1968,30
Bachelors ,Management,M,M,1,1,4,4,133003,146,0,1968,30
Bachelors ,Management,M,S,1,1,4,4,132172,134,1,1968,30
Partial College,Skilled Manual,F,S,0,3,4,4,95860,87,1,1968,30
Graduate Degree,Management,M,M,1,3,1,2,183573,111,0,1968,30
Bachelors ,Management,M,S,0,4,1,1,155810,100,0,1968,30
Bachelors ,Management,M,S,1,4,1,1,180068,94,0,1968,30
Bachelors ,Management,F,M,1,4,1,1,127091,73,0,1968,30
High School,Skilled Manual,M,S,1,2,0,0,39636,65,0,1979,19
High School,Skilled Manual,M,M,1,2,0,0,49658,72,0,1978,20
Partial College,Skilled Manual,M,M,1,1,0,0,58786,68,0,1978,20
Partial College,Skilled Manual,F,S,0,2,0,0,88701,52,0,1978,20
Partial College,Skilled Manual,M,S,0,2,0,0,81519,78,0,1978,20
Partial High School,Clerical,F,M,1,2,1,2,25475,50,0,1945,53
High School,Skilled Manual,M,M,1,2,0,4,29451,62,0,1945,53
High School,Skilled Manual,M,M,0,2,0,4,38181,65,0,1946,52
Graduate Degree,Skilled Manual,F,M,1,0,1,1,97070,65,0,1971,27
Partial College,Professional,M,S,1,2,2,2,118341,104,1,1963,35
Partial College,Professional,F,S,1,2,2,2,107768,68,1,1963,35
Bachelors ,Management,M,M,1,0,3,4,172544,137,1,1963,35
Bachelors ,Management,M,S,0,0,3,4,155982,128,1,1963,35
Bachelors ,Management,M,S,0,2,2,2,153473,115,1,1963,35
Partial College,Professional,M,M,1,4,4,5,123075,145,1,1962,36
Partial College,Professional,M,S,1,4,2,2,122295,108,1,1962,36
Bachelors ,Management,M,M,1,1,3,3,156317,139,1,1962,36
Bachelors ,Management,M,M,1,2,3,3,153191,137,1,1962,36
Bachelors ,Management,M,M,1,3,3,3,170657,143,1,1962,36
Partial College,Professional,M,M,1,4,3,3,150878,141,1,1962,36
Partial College,Professional,F,M,1,3,4,5,80374,92,0,1961,37
Partial College,Professional,F,M,1,4,2,3,105089,70,0,1961,37
Bachelors ,Management,M,S,1,3,3,3,156483,122,1,1961,37
Bachelors ,Management,M,M,1,3,3,3,162812,138,1,1961,37
Partial College,Professional,F,M,1,4,3,3,129147,87,1,1961,37
High School,Professional,F,M,1,4,3,3,128422,90,1,1961,37
Bachelors ,Management,F,M,1,2,3,3,140008,92,1,1961,37
Bachelors ,Management,M,M,1,3,3,3,164719,139,1,1961,37
High School,Professional,F,M,1,0,3,4,77143,78,0,1955,43
High School,Professional,F,M,1,1,1,2,84143,59,0,1955,43
High School,Professional,M,M,1,1,1,2,119273,99,0,1955,43
High School,Professional,M,S,1,1,1,2,115198,88,1,1955,43
Partial High School,Skilled Manual,M,S,1,2,0,2,67834,67,1,1954,44
Partial College,Professional,M,M,1,2,0,3,62522,67,0,1935,63
Graduate Degree,Management,F,S,0,2,0,2,56889,37,0,1935,63
Partial College,Professional,M,M,1,3,4,5,119509,150,1,1960,38
Partial College,Professional,M,M,1,1,3,3,134482,139,0,1960,38
Partial College,Professional,M,S,1,4,3,4,150383,126,1,1960,38
High School,Professional,F,M,1,2,4,5,136464,94,0,1960,38
Partial High School,Skilled Manual,M,S,0,2,0,2,93228,68,0,1954,44
Partial High School,Skilled Manual,M,S,0,2,0,2,77629,72,0,1954,44
Partial High School,Skilled Manual,M,M,0,2,0,2,82572,78,0,1954,44
Partial High School,Skilled Manual,M,M,1,2,0,2,77111,73,0,1954,44
Partial High School,Skilled Manual,F,M,0,2,0,2,62544,54,0,1954,44
Partial High School,Skilled Manual,F,M,1,2,0,3,66579,49,0,1954,44
Graduate Degree,Management,M,M,1,2,0,3,107526,86,0,1953,45
Graduate Degree,Management,M,M,0,2,0,3,110011,85,0,1953,45
Graduate Degree,Management,M,S,1,2,0,3,126070,77,0,1953,45
Graduate Degree,Management,F,S,1,2,0,3,92036,51,0,1953,45
Graduate Degree,Management,F,M,1,2,0,3,87857,50,0,1953,45
Graduate Degree,Management,F,M,1,2,0,3,79480,49,0,1953,45
Partial College,Professional,M,M,0,2,0,3,53385,68,0,1952,46
Partial College,Professional,F,M,1,2,0,3,52000,48,0,1952,46
Graduate Degree,Management,F,S,1,2,0,3,77652,44,0,1937,61
Graduate Degree,Management,F,M,1,2,0,3,101105,48,0,1937,61
Graduate Degree,Management,M,M,1,2,0,3,108389,69,0,1937,61
Graduate Degree,Management,F,M,0,2,0,3,94045,45,0,1937,61
Graduate Degree,Management,M,M,1,2,0,3,118512,73,0,1938,60
Graduate Degree,Management,F,M,1,2,0,4,85828,50,0,1938,60
Graduate Degree,Management,F,M,1,2,0,4,88980,47,0,1938,60
Graduate Degree,Management,M,M,1,2,0,5,118630,78,0,1938,60
Graduate Degree,Management,F,M,1,2,0,5,105613,54,0,1938,60
Graduate Degree,Management,F,M,1,2,0,5,102543,52,0,1938,60
Graduate Degree,Management,M,M,1,2,0,4,136756,75,0,1938,60
Graduate Degree,Management,M,M,1,2,0,3,113337,73,0,1939,59
Graduate Degree,Management,F,M,1,2,0,5,86469,53,0,1939,59
Graduate Degree,Management,M,M,1,2,0,4,123155,77,0,1939,59
Graduate Degree,Management,F,M,1,2,0,3,100321,57,0,1940,58
Graduate Degree,Management,F,M,1,2,0,4,124834,54,0,1940,58
Bachelors ,Management,M,M,1,2,0,4,119056,75,0,1940,58
Bachelors ,Management,F,M,1,2,0,4,58755,47,0,1941,57
Bachelors ,Management,M,M,1,2,0,4,63687,63,0,1941,57
Bachelors ,Management,M,M,1,2,0,4,83188,75,0,1941,57
Graduate Degree,Management,M,M,1,2,0,3,104263,76,0,1941,57
Graduate Degree,Management,M,M,1,2,0,3,119404,79,0,1941,57
Bachelors ,Management,M,S,1,2,0,4,63748,70,0,1942,56
Partial High School,Clerical,M,M,1,2,1,2,24366,74,0,1947,51
Partial High School,Clerical,F,M,1,2,1,2,23946,49,0,1947,51
High School,Skilled Manual,M,M,1,2,0,4,24694,61,0,1947,51
Partial College,Clerical,M,M,0,2,0,2,57632,70,0,1947,51
Partial High School,Clerical,M,M,1,2,1,2,17647,70,0,1948,50
Partial College,Skilled Manual,M,M,1,2,0,0,68698,75,0,1978,20
Partial College,Skilled Manual,F,M,0,2,0,0,72646,56,0,1978,20
Partial High School,Clerical,M,M,1,2,1,2,25101,73,0,1948,50
Partial College,Clerical,F,M,0,2,0,3,42502,45,0,1948,50
Partial High School,Clerical,F,S,0,2,0,0,45144,41,1,1977,21
Partial High School,Clerical,F,S,1,2,0,0,21739,38,0,1977,21
Partial College,Skilled Manual,M,S,0,1,0,0,69390,66,1,1977,21
Partial College,Skilled Manual,F,S,0,2,0,0,52854,45,0,1977,21
Partial College,Skilled Manual,F,S,1,2,0,0,72141,49,0,1977,21
Partial College,Skilled Manual,F,S,0,2,0,0,75355,42,0,1977,21
Partial College,Skilled Manual,M,M,0,2,0,0,88335,82,0,1976,22
Partial College,Skilled Manual,F,S,0,2,0,0,63292,44,0,1976,22
Partial High School,Clerical,F,M,1,2,1,2,24696,54,0,1949,49
Partial College,Clerical,F,M,0,2,0,3,51502,52,0,1949,49
Partial High School,Clerical,F,M,1,2,1,2,22777,50,0,1950,48
Partial College,Clerical,F,M,0,2,0,3,63603,51,0,1950,48
High School,Skilled Manual,F,M,0,2,0,3,40844,51,0,1951,47
High School,Skilled Manual,M,M,1,2,0,3,33932,62,0,1951,47
High School,Skilled Manual,F,M,0,2,0,3,34535,49,0,1952,46
High School,Skilled Manual,M,M,1,2,0,3,50085,73,0,1952,46
High School,Skilled Manual,F,M,1,2,0,3,48145,50,0,1952,46
Partial College,Skilled Manual,M,M,0,2,0,3,59433,68,0,1953,45
Partial College,Skilled Manual,F,M,0,2,0,3,28478,47,0,1953,45
Partial High School,Clerical,F,M,0,2,0,3,40036,49,0,1954,44
Partial College,Skilled Manual,M,S,0,2,0,2,75292,71,1,1954,44
Partial College,Skilled Manual,M,S,1,2,0,2,80673,71,1,1954,44
Partial College,Skilled Manual,F,S,0,2,0,0,40658,42,0,1975,23
Partial College,Skilled Manual,M,M,1,2,0,0,53792,69,0,1975,23
Partial College,Skilled Manual,M,M,1,2,0,0,82109,77,1,1975,23
Partial College,Skilled Manual,M,M,1,2,0,0,88184,76,0,1975,23
High School,Skilled Manual,F,S,1,2,0,0,49615,42,0,1974,24
Partial College,Skilled Manual,F,M,1,2,0,0,72944,54,0,1973,25
Partial College,Professional,F,M,1,2,0,0,82015,53,0,1973,25
Partial College,Professional,M,S,0,2,0,0,96124,73,0,1976,22
Partial College,Professional,M,S,1,2,0,0,95999,71,0,1976,22
Partial College,Professional,M,S,0,2,0,0,100840,70,0,1976,22
High School,Skilled Manual,F,S,1,2,0,2,89205,49,0,1955,43
High School,Skilled Manual,M,S,1,2,0,2,108409,75,0,1955,43
High School,Skilled Manual,M,M,0,2,0,2,116428,83,0,1956,42
High School,Skilled Manual,M,S,0,2,0,2,104178,76,0,1956,42
High School,Skilled Manual,M,S,0,2,0,2,127667,75,1,1956,42
High School,Skilled Manual,M,M,0,2,0,2,119467,88,0,1956,42
High School,Skilled Manual,M,S,0,2,0,2,107057,79,1,1956,42
High School,Professional,F,S,1,2,0,2,90035,49,0,1957,41
High School,Professional,F,M,1,2,0,2,67954,55,0,1957,41
High School,Professional,M,M,1,2,0,2,89456,81,0,1957,41
Bachelors ,Management,F,M,1,3,1,1,106716,67,1,1958,40
Bachelors ,Management,M,M,1,3,1,4,162326,111,0,1958,40
Bachelors ,Management,F,S,1,4,1,5,146141,64,0,1958,40
Bachelors ,Management,F,M,1,4,1,4,143886,64,0,1959,39
Bachelors ,Management,M,M,1,4,1,1,164171,105,0,1959,39
Partial College,Professional,M,M,1,2,0,0,93835,77,0,1974,24
Bachelors ,Management,F,M,1,4,1,1,130838,60,1,1959,39
Bachelors ,Management,M,S,1,0,2,2,173273,115,1,1959,39
Bachelors ,Management,F,M,1,0,2,4,155178,77,1,1959,39
Graduate Degree,Management,M,M,1,4,1,1,166975,108,0,1966,32
Bachelors ,Management,M,S,1,2,0,0,166345,82,1,1966,32
High School,Professional,M,M,0,2,0,2,96876,81,0,1957,41
High School,Professional,F,M,1,2,0,2,66768,52,0,1957,41
High School,Professional,M,M,0,2,0,2,98736,81,1,1957,41
High School,Professional,M,M,0,2,0,2,103734,82,0,1957,41
Partial College,Professional,M,M,1,1,0,2,105050,84,0,1957,41
Partial College,Professional,F,M,1,1,0,2,76330,58,0,1957,41
Partial College,Professional,F,S,1,1,0,2,101559,52,1,1957,41
High School,Professional,F,M,1,2,0,2,97147,63,0,1956,42
High School,Professional,F,M,1,2,0,2,73726,49,0,1956,42
High School,Professional,F,M,1,2,0,2,77246,54,0,1956,42
High School,Professional,M,M,0,2,0,2,90103,85,1,1956,42
Partial College,Professional,F,M,1,2,0,3,80114,48,0,1956,42
Partial College,Professional,F,M,1,2,0,3,80175,55,0,1956,42
Graduate Degree,Skilled Manual,F,M,1,0,1,1,71924,64,0,1972,26
Graduate Degree,Skilled Manual,M,M,1,0,1,1,82433,96,0,1972,26
Graduate Degree,Skilled Manual,F,M,1,0,1,1,52551,58,1,1972,26
Graduate Degree,Professional,M,M,1,0,0,1,108491,79,0,1972,26
Bachelors ,Skilled Manual,M,M,1,0,1,1,59068,84,0,1970,28
Bachelors ,Skilled Manual,M,M,1,1,1,1,65515,89,0,1970,28
Bachelors ,Skilled Manual,M,M,1,1,1,1,60155,87,0,1970,28
Bachelors ,Skilled Manual,M,M,1,1,1,1,52053,83,0,1970,28
Bachelors ,Skilled Manual,M,M,1,1,1,1,68167,87,1,1970,28
Bachelors ,Skilled Manual,F,M,1,1,1,1,60613,56,0,1970,28
Bachelors ,Skilled Manual,M,M,1,1,1,1,54489,83,0,1970,28
Graduate Degree,Professional,F,M,1,0,0,1,83594,51,0,1970,28
Bachelors ,Skilled Manual,F,M,1,1,1,1,54793,53,0,1969,29
Bachelors ,Skilled Manual,M,S,1,0,2,2,61916,92,0,1969,29
Bachelors ,Clerical,F,M,1,0,0,1,22341,42,0,1937,61
Bachelors ,Skilled Manual,M,M,1,0,2,2,73074,103,0,1969,29
Graduate Degree,Professional,M,M,1,0,0,3,115574,85,1,1971,27
Graduate Degree,Professional,M,M,1,0,0,3,119665,82,0,1971,27
Graduate Degree,Professional,F,M,1,0,0,1,104804,56,0,1970,28
Graduate Degree,Professional,F,S,1,0,0,1,95282,53,0,1970,28
Graduate Degree,Professional,F,M,1,0,0,2,89318,56,0,1970,28
Graduate Degree,Professional,M,M,1,0,0,2,121927,84,0,1970,28
Graduate Degree,Professional,M,M,1,0,0,4,115810,84,0,1970,28
Graduate Degree,Professional,F,M,1,0,0,4,98576,59,1,1970,28
Graduate Degree,Professional,F,M,1,0,0,4,95302,54,0,1970,28
Bachelors ,Professional,M,S,1,1,0,0,66607,67,0,1967,31
Bachelors ,Skilled Manual,F,M,1,1,2,2,50431,66,0,1967,31
Bachelors ,Skilled Manual,M,S,1,1,2,2,66567,96,0,1967,31
Bachelors ,Skilled Manual,M,S,1,1,2,2,68884,91,1,1967,31
Bachelors ,Skilled Manual,M,M,1,0,3,3,87853,116,1,1966,32
Graduate Degree,Professional,F,S,0,0,0,0,72767,47,0,1966,32
Graduate Degree,Professional,M,M,0,0,0,0,112366,86,0,1966,32
Graduate Degree,Professional,F,M,1,0,0,4,91424,56,0,1966,32
Graduate Degree,Professional,F,M,1,0,0,4,102818,58,0,1966,32
Graduate Degree,Professional,F,S,1,0,0,2,91455,51,1,1969,29
Graduate Degree,Professional,M,M,1,3,5,5,118570,165,1,1969,29
Graduate Degree,Professional,M,M,1,0,0,2,142167,84,0,1969,29
Graduate Degree,Professional,M,M,1,0,0,3,142682,93,0,1969,29
Graduate Degree,Professional,F,M,1,0,0,3,110718,55,0,1969,29
Bachelors ,Professional,M,S,1,1,0,0,73166,69,1,1965,33
Bachelors ,Professional,M,S,0,1,0,0,77740,76,1,1965,33
Bachelors ,Professional,F,S,0,1,0,0,63238,45,0,1965,33
Bachelors ,Professional,F,S,0,1,0,0,56374,50,1,1965,33
Bachelors ,Skilled Manual,F,S,1,1,3,3,70488,74,1,1965,33
Bachelors ,Skilled Manual,F,M,1,2,3,3,42378,72,0,1965,33
Graduate Degree,Professional,F,M,1,0,0,0,84734,59,0,1965,33
Bachelors ,Professional,M,S,0,1,0,0,72676,71,1,1964,34
Bachelors ,Skilled Manual,M,S,1,2,4,4,82126,120,1,1964,34
Bachelors ,Skilled Manual,F,S,0,3,4,4,86981,87,1,1964,34
Bachelors ,Skilled Manual,F,M,1,3,4,4,71905,87,0,1964,34
Bachelors ,Skilled Manual,M,M,1,3,5,5,96528,157,1,1964,34
Bachelors ,Skilled Manual,F,S,1,3,5,5,73223,84,1,1964,34
Bachelors ,Skilled Manual,F,S,0,2,2,4,83108,65,1,1964,34
Bachelors ,Skilled Manual,M,M,1,2,2,4,88694,115,1,1964,34
Bachelors ,Professional,F,M,1,2,2,4,91313,72,1,1963,35
Bachelors ,Professional,M,M,1,2,2,4,92512,110,1,1963,35
Bachelors ,Professional,F,M,1,2,2,4,87541,70,0,1963,35
Bachelors ,Professional,F,M,1,2,2,4,91736,77,1,1963,35
Bachelors ,Professional,F,S,0,1,0,0,66791,43,1,1968,30
Bachelors ,Professional,F,S,1,1,0,0,69256,46,0,1968,30
Bachelors ,Professional,M,M,0,1,0,0,98122,80,0,1968,30
Bachelors ,Professional,F,S,1,1,0,0,85963,50,1,1968,30
Bachelors ,Professional,M,S,1,2,2,4,104466,107,1,1963,35
Graduate Degree,Professional,F,S,0,0,2,3,88984,65,1,1963,35
Graduate Degree,Professional,F,M,1,0,2,3,90951,71,1,1963,35
Bachelors ,Skilled Manual,M,M,1,0,1,1,51873,79,0,1974,24
Partial High School,Manual,M,S,1,2,0,0,12635,61,0,1972,26
Partial High School,Manual,F,S,0,2,0,0,11992,33,0,1972,26
Partial High School,Manual,F,S,0,2,0,0,22102,36,0,1972,26
High School,Manual,M,S,0,1,0,0,28911,58,0,1973,25
Bachelors ,Skilled Manual,F,M,1,1,1,1,44079,58,0,1973,25
Bachelors ,Skilled Manual,F,M,1,1,1,1,60611,55,0,1973,25
Bachelors ,Skilled Manual,F,M,1,1,1,1,47639,51,0,1973,25
Partial High School,Manual,F,S,0,2,0,0,17968,42,0,1972,26
High School,Manual,M,S,0,1,0,0,38680,59,0,1972,26
Partial College,Clerical,M,S,1,0,2,2,72102,88,1,1972,26
Partial High School,Manual,F,M,0,2,0,0,11442,46,0,1971,27
Partial High School,Manual,M,S,1,2,0,0,10612,55,1,1971,27
Partial High School,Manual,F,M,0,2,0,0,34431,43,0,1971,27
Partial High School,Manual,F,S,0,2,0,0,21308,45,0,1971,27
High School,Manual,M,S,1,1,0,0,49778,68,0,1971,27
High School,Manual,M,S,0,1,0,0,60717,71,0,1971,27
High School,Manual,M,M,0,1,0,0,41578,73,0,1971,27
Partial College,Clerical,M,S,1,0,2,2,36869,83,0,1970,28
High School,Manual,M,S,1,1,0,0,56871,65,0,1971,27
Partial College,Clerical,F,S,1,1,2,2,37034,58,1,1971,27
Partial College,Clerical,M,S,1,2,2,2,51999,92,0,1970,28
Partial College,Clerical,F,S,1,1,3,3,44396,60,0,1975,23
Partial College,Clerical,M,S,1,2,3,3,51492,103,1,1974,24
Graduate Degree,Skilled Manual,F,S,1,0,0,0,56356,46,0,1974,24
Graduate Degree,Skilled Manual,F,M,1,0,0,0,61177,52,0,1974,24
Graduate Degree,Skilled Manual,M,M,1,0,0,0,76797,80,0,1974,24
Partial College,Clerical,F,M,0,2,0,2,46414,35,0,1929,69
Bachelors ,Skilled Manual,F,M,1,1,0,1,68263,40,0,1931,67
Graduate Degree,Skilled Manual,F,M,1,1,0,1,49920,41,0,1931,67
Graduate Degree,Skilled Manual,M,M,1,0,0,0,103345,84,0,1966,32
Graduate Degree,Skilled Manual,M,M,1,0,0,0,114899,85,0,1966,32
High School,Manual,F,M,0,2,0,2,23053,43,0,1953,45
High School,Manual,M,M,0,2,0,2,19807,55,0,1953,45
High School,Manual,M,M,0,2,0,2,20516,67,0,1953,45
High School,Manual,M,M,0,2,0,2,12285,60,0,1953,45
High School,Manual,M,M,0,2,0,2,24092,62,0,1953,45
Partial High School,Clerical,M,M,0,2,0,3,19471,62,0,1954,44
High School,Clerical,F,M,1,1,0,1,36059,46,0,1954,44
High School,Clerical,F,M,1,1,0,1,45946,46,0,1954,44
High School,Skilled Manual,F,M,1,2,0,2,38996,51,0,1955,43
Partial College,Clerical,F,M,1,1,0,1,49284,50,0,1955,43
High School,Skilled Manual,F,M,1,2,0,2,55630,50,0,1956,42
High School,Skilled Manual,M,M,1,2,0,2,57626,75,0,1956,42
High School,Skilled Manual,F,M,1,2,0,2,52121,50,0,1956,42
High School,Skilled Manual,F,M,0,2,0,2,47551,45,0,1956,42
High School,Skilled Manual,F,M,0,2,0,2,45856,46,0,1957,41
High School,Skilled Manual,F,M,1,2,0,2,41322,49,0,1957,41
High School,Skilled Manual,F,M,0,2,0,2,50964,49,0,1957,41
High School,Skilled Manual,M,M,0,2,0,2,54495,73,0,1957,41
High School,Skilled Manual,M,M,1,2,0,2,48458,66,0,1957,41
High School,Skilled Manual,M,M,1,2,0,2,46024,69,0,1957,41
Partial College,Clerical,F,M,1,1,0,1,49878,48,0,1957,41
Partial College,Clerical,M,S,0,1,0,2,59503,66,0,1958,40
Partial College,Clerical,M,M,1,1,0,2,58125,70,1,1958,40
Graduate Degree,Skilled Manual,F,S,1,0,0,5,104873,54,0,1958,40
Graduate Degree,Skilled Manual,F,M,1,0,0,5,108500,60,0,1958,40
Graduate Degree,Skilled Manual,M,M,0,0,0,5,121937,81,0,1958,40
Graduate Degree,Skilled Manual,M,M,0,0,0,4,130585,84,0,1958,40
Graduate Degree,Skilled Manual,F,S,1,0,0,4,116920,56,1,1958,40
Partial College,Clerical,M,S,0,1,0,2,52088,63,1,1959,39
Graduate Degree,Skilled Manual,F,S,1,0,0,4,73477,44,0,1959,39
Graduate Degree,Skilled Manual,M,S,0,0,0,0,72772,67,0,1972,26
Graduate Degree,Skilled Manual,F,S,1,0,0,0,62559,45,0,1972,26
Graduate Degree,Skilled Manual,F,S,1,0,0,0,60985,45,0,1973,25
Graduate Degree,Skilled Manual,M,M,1,0,0,0,75894,78,0,1973,25
Graduate Degree,Skilled Manual,F,S,1,0,0,1,51997,40,0,1973,25
Graduate Degree,Skilled Manual,M,S,1,0,0,1,66255,67,0,1972,26
Graduate Degree,Manual,M,S,1,0,0,1,51348,67,0,1967,31
Graduate Degree,Manual,F,S,0,0,0,1,31465,46,0,1962,36
Graduate Degree,Manual,M,S,0,0,0,1,34485,61,1,1962,36
Graduate Degree,Manual,M,S,0,0,0,1,37680,66,0,1962,36
Graduate Degree,Manual,M,M,1,0,0,1,51766,72,1,1962,36
Graduate Degree,Clerical,F,S,1,0,0,1,51712,48,0,1962,36
Graduate Degree,Clerical,M,M,1,0,0,1,39663,67,1,1962,36
Bachelors ,Manual,F,S,1,0,0,1,23482,39,0,1961,37
Graduate Degree,Clerical,F,M,1,0,0,1,33349,51,0,1961,37
Graduate Degree,Clerical,M,M,1,0,0,1,47709,54,0,1935,63
Graduate Degree,Clerical,F,M,1,0,0,1,41782,39,0,1936,62
Graduate Degree,Clerical,M,M,1,0,0,1,44500,56,0,1936,62
Bachelors ,Clerical,M,M,1,0,0,1,33025,66,0,1957,41
Bachelors ,Clerical,M,M,1,0,0,1,47214,76,0,1957,41
Partial College,Manual,F,M,1,1,0,2,15438,45,0,1954,44
Partial College,Manual,F,M,1,1,0,2,15925,43,0,1954,44
Partial College,Manual,F,S,0,1,0,2,19743,47,0,1954,44
Graduate Degree,Clerical,F,S,0,0,0,1,26770,34,0,1937,61
Bachelors ,Clerical,M,S,1,0,0,1,26503,57,0,1938,60
Bachelors ,Clerical,F,S,1,0,0,1,33550,43,0,1941,57
